Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Final_Exam_Score
13.9,62.2,Medium,High,Yes,7.9,63.7,Low,Yes,3,47.2
20.1,99.1,Low,High,Yes,6.9,82.1,Low,Yes,1,62.0
23.1,91.6,Medium,Medium,No,7.5,74.9,High,No,2,66.5
24.9,79.6,High,High,Yes,6.0,81.2,Medium,Yes,2,67.3
35.9,63.5,Medium,Low,No,5.7,71.8,Medium,Yes,1,55.8
7.0,83.7,Medium,Medium,Yes,7.2,76.5,High,Yes,2,52.6
24.2,90.4,Medium,Low,Yes,7.9,99.4,Medium,Yes,1,66.8
17.2,67.6,Medium,Medium,Yes,4.7,66.5,Low,Yes,3,46.7
17.0,82.7,High,Low,Yes,6.6,60.8,Medium,Yes,2,54.6
16.8,92.6,Medium,High,Yes,9.6,72.4,Medium,Yes,0,58.2
15.0,90.7,High,Medium,Yes,7.8,76.2,High,Yes,2,62.8
30.6,92.1,Medium,Low,Yes,9.2,54.3,Low,Yes,0,55.0
25.6,95.2,Medium,High,Yes,6.4,90.3,Low,Yes,2,75.8
20.6,97.5,Medium,High,Yes,6.6,71.1,Medium,No,2,67.1
28.6,76.2,Medium,Medium,Yes,8.5,70.7,Medium,Yes,1,68.7
11.4,82.8,Medium,Low,No,8.0,82.9,Low,Yes,0,51.7
12.5,91.6,Medium,High,No,7.1,88.7,High,Yes,4,73.1
7.4,87.9,High,High,No,5.6,99.3,High,Yes,0,64.3
16.3,99.8,Medium,Medium,No,8.7,58.7,Medium,Yes,1,47.1
21.5,60.5,High,Medium,No,10.0,67.3,High,Yes,2,58.2
21.1,74.2,Low,Medium,Yes,5.2,58.4,Low,Yes,5,58.8
21.4,71.2,Medium,High,Yes,9.0,94.0,High,Yes,2,69.7
12.0,70.5,Low,Medium,Yes,6.6,77.4,Medium,Yes,1,51.7
25.3,68.9,Medium,Low,No,6.8,92.6,Low,Yes,3,69.3
21.9,88.4,High,High,No,7.6,99.3,Medium,Yes,1,73.8
24.9,63.4,Low,Low,Yes,5.6,77.5,Medium,Yes,0,52.9
9.1,89.7,Medium,High,Yes,7.2,55.9,Medium,No,1,45.4
22.4,87.7,Low,Medium,No,5.1,68.1,High,Yes,3,68.3
13.4,70.0,Medium,Medium,Yes,7.8,51.8,Medium,Yes,2,45.2
18.1,70.1,High,Low,Yes,10.0,92.5,Medium,Yes,0,59.3
23.7,85.2,Medium,High,Yes,6.4,50.9,Low,No,2,48.1
21.0,90.5,High,High,No,7.0,79.6,Medium,Yes,2,69.4
15.4,95.1,Medium,High,Yes,7.0,55.3,Medium,Yes,2,59.5
20.5,94.1,High,Medium,Yes,8.5,50.4,Low,Yes,1,48.3
11.3,98.6,Medium,Low,Yes,7.7,62.8,High,No,2,57.3
27.4,83.3,Medium,Medium,Yes,8.4,77.6,Medium,No,1,64.0
19.3,96.3,Medium,Medium,Yes,6.5,53.8,Medium,Yes,3,59.2
27.2,92.3,High,Medium,Yes,7.8,80.7,Medium,Yes,1,70.5
17.3,95.8,Medium,High,Yes,4.0,83.6,High,Yes,0,66.4
17.4,60.5,Medium,Medium,Yes,8.1,98.5,Low,Yes,0,50.4
15.9,98.6,Medium,High,Yes,5.6,95.0,Medium,Yes,3,70.6
25.8,78.9,Medium,High,Yes,6.8,78.3,Low,Yes,3,67.5
16.2,91.9,High,Low,No,8.2,89.7,Low,Yes,5,70.0
24.4,65.1,Medium,High,Yes,5.2,68.2,Low,Yes,2,54.5
18.2,75.8,Medium,Medium,Yes,8.6,79.3,Medium,Yes,1,64.7
8.6,70.9,Medium,High,No,7.0,70.2,High,Yes,0,58.4
17.1,71.7,Medium,Medium,Yes,9.1,66.9,Medium,Yes,2,57.2
13.4,64.9,High,Medium,Yes,6.0,86.4,Medium,Yes,4,57.0
20.7,92.2,High,Low,Yes,4.8,64.8,High,Yes,1,62.1
13.4,60.4,High,High,No,7.2,69.0,Medium,Yes,1,49.1
26.1,72.5,Medium,High,No,8.0,68.4,Low,No,3,58.6
20.0,67.0,Medium,Low,Yes,8.1,93.5,Low,No,2,62.6
19.4,83.6,High,High,No,5.7,58.5,Low,Yes,2,55.5
24.4,70.2,Medium,Medium,Yes,5.1,69.1,Low,Yes,1,56.6
26.3,70.4,Medium,High,No,6.8,94.4,Medium,Yes,1,73.7
20.4,79.5,High,Low,Yes,7.9,50.8,Medium,Yes,3,50.7
15.9,86.1,Medium,Medium,No,7.8,97.4,Low,Yes,1,58.4
9.9,64.9,Medium,Medium,Yes,9.2,94.9,Medium,Yes,1,66.7
16.4,67.0,Low,Low,Yes,6.7,70.9,Medium,Yes,1,49.5
16.8,69.9,Low,Medium,Yes,4.8,82.7,Medium,Yes,0,54.3
21.1,98.9,Low,Medium,No,8.8,99.6,High,Yes,2,73.4
18.4,75.9,High,Medium,No,7.5,77.7,High,Yes,2,63.9
24.6,84.0,Medium,Medium,Yes,7.6,54.8,Medium,Yes,1,55.1
16.8,69.7,Medium,High,No,8.2,92.7,Medium,Yes,3,67.1
20.2,79.6,High,Medium,No,8.8,56.7,Medium,Yes,1,58.2
27.6,63.0,Medium,Medium,No,7.2,62.9,Medium,Yes,1,58.5
22.6,61.4,Medium,Medium,Yes,8.7,93.7,Medium,No,2,62.2
20.1,78.7,Medium,Medium,Yes,7.9,62.8,Medium,Yes,3,65.7
16.9,75.9,High,High,Yes,6.3,87.3,Medium,Yes,2,59.2
16.7,65.5,Low,High,Yes,6.9,72.4,High,Yes,0,56.6
15.4,87.5,Low,Low,No,8.0,88.0,Low,Yes,2,57.0
17.3,99.7,Low,Medium,No,6.3,61.6,Medium,Yes,2,59.4
25.0,75.8,Medium,High,No,8.4,71.0,Medium,Yes,0,63.1
19.2,85.0,Medium,High,Yes,7.4,65.9,Medium,Yes,0,55.2
12.4,98.5,Medium,Medium,No,7.7,62.5,Low,Yes,2,56.3
31.1,93.3,Medium,Low,Yes,9.1,65.7,Medium,Yes,0,62.4
22.4,78.5,Medium,Medium,No,7.7,66.1,Medium,Yes,2,64.4
12.1,89.5,Low,Low,Yes,7.3,97.8,Medium,Yes,1,67.5
17.8,65.1,Low,High,No,7.1,76.7,Medium,Yes,1,56.0
21.2,80.5,Medium,Low,No,7.0,73.1,Medium,No,0,60.3
30.7,71.2,High,Low,No,7.6,75.2,Medium,Yes,2,61.2
13.9,66.4,High,Medium,Yes,9.0,99.8,Medium,Yes,1,65.5
26.4,77.1,High,Medium,Yes,6.4,82.7,High,Yes,2,72.4
28.9,65.2,Medium,Medium,Yes,6.3,85.2,Medium,Yes,3,66.9
16.7,88.0,Medium,Medium,Yes,8.9,65.7,Low,Yes,0,42.9
18.8,78.2,Medium,High,No,6.5,73.6,Medium,Yes,0,64.3
14.3,81.2,Medium,Medium,No,7.5,59.2,Low,Yes,2,50.2
19.3,65.9,Low,Medium,Yes,6.4,84.3,Medium,Yes,3,63.1
20.3,65.6,Medium,Medium,Yes,5.0,67.2,Medium,Yes,0,52.3
24.5,83.3,Medium,Medium,No,7.5,87.4,High,Yes,0,73.2
27.0,99.4,Medium,Medium,Yes,8.6,60.7,Low,Yes,1,67.6
16.0,63.9,Medium,Medium,Yes,7.1,70.2,Medium,Yes,0,54.1
8.7,71.4,Low,High,No,5.3,73.6,Low,Yes,1,50.9
20.4,94.8,Medium,Medium,No,7.3,58.3,High,Yes,3,63.2
22.3,62.9,Low,High,Yes,6.2,53.5,Medium,Yes,4,56.8
22.0,95.0,High,Medium,Yes,4.0,65.9,Medium,Yes,2,57.5
18.5,81.0,Low,Medium,Yes,7.1,77.2,Medium,Yes,0,60.5
21.2,76.3,Medium,Medium,Yes,7.9,82.6,Medium,No,1,57.3
29.6,72.4,High,Medium,Yes,8.7,71.3,High,Yes,2,68.5
22.8,71.9,Medium,Medium,Yes,9.5,75.0,Medium,Yes,0,56.2
18.3,72.2,Low,Medium,No,8.0,77.2,Medium,Yes,0,59.8
17.5,95.4,Medium,Low,No,8.4,75.6,Medium,Yes,0,59.3
19.5,89.0,Low,Medium,No,5.5,54.5,High,Yes,1,54.4
30.3,86.8,Medium,Medium,Yes,9.3,70.3,Low,Yes,2,59.6
19.4,91.9,Low,High,Yes,8.8,60.2,Medium,Yes,1,63.5
20.4,70.3,Medium,High,No,6.7,76.7,High,Yes,1,63.1
17.6,84.7,High,Medium,No,8.1,87.9,Low,Yes,3,71.1
27.1,78.4,Medium,Medium,No,8.0,79.0,Medium,Yes,2,61.6
32.3,91.3,Medium,Low,No,9.1,61.1,Medium,Yes,2,62.1
23.2,72.4,Medium,Medium,No,7.0,60.4,Low,Yes,3,45.1
21.0,85.7,Medium,High,Yes,6.2,51.8,Medium,Yes,4,61.5
20.7,95.3,High,Low,Yes,6.6,71.3,High,Yes,1,65.9
6.2,76.1,Low,Medium,Yes,8.4,71.6,Medium,Yes,1,46.7
25.0,62.7,High,High,No,4.7,61.8,Low,Yes,2,51.6
21.3,80.6,Medium,High,Yes,4.0,88.2,Medium,Yes,1,66.1
23.1,73.8,High,High,No,8.4,69.3,High,Yes,0,60.4
16.2,86.9,Medium,High,Yes,7.6,83.5,Low,Yes,1,58.8
18.2,98.0,Medium,High,No,7.2,82.0,Low,Yes,0,66.6
18.0,79.4,High,Low,Yes,5.5,80.2,High,Yes,1,59.4
26.6,78.6,High,Medium,Yes,5.0,95.4,High,Yes,2,68.3
18.2,86.2,Medium,Medium,No,6.4,50.8,Medium,Yes,1,49.0
33.0,64.1,High,Medium,Yes,7.7,53.4,Low,Yes,0,48.9
23.1,70.1,Low,High,Yes,6.4,86.1,Low,Yes,2,59.1
12.8,96.8,Low,Medium,Yes,8.4,67.7,Low,Yes,4,57.9
19.7,86.8,Medium,Low,No,6.0,99.3,Medium,No,1,60.7
16.6,60.5,High,Medium,No,6.5,60.8,Medium,Yes,0,47.9
7.3,68.2,High,Medium,No,8.1,59.2,Low,Yes,2,41.6
30.1,87.3,Medium,High,No,6.7,79.4,Medium,Yes,1,68.5
24.7,90.6,Low,Medium,No,6.8,64.0,High,Yes,4,63.0
23.7,93.6,Medium,Medium,Yes,6.4,67.0,Medium,Yes,3,58.4
21.5,71.7,Medium,Medium,Yes,6.1,96.1,Medium,Yes,2,72.2
12.2,97.2,Medium,Medium,Yes,7.7,51.3,Low,Yes,1,44.6
17.6,82.1,Medium,High,Yes,7.8,76.6,High,Yes,2,58.9
25.6,87.9,Low,Medium,No,7.5,66.7,Medium,Yes,1,61.1
14.2,83.9,Medium,High,Yes,6.4,67.3,Medium,Yes,3,57.6
5.3,64.9,Medium,High,Yes,6.9,62.4,High,Yes,0,51.8
19.1,98.5,High,High,Yes,9.3,56.7,Low,Yes,0,51.2
19.6,64.9,Medium,Medium,Yes,5.4,51.7,Medium,Yes,0,49.3
21.3,70.2,Low,High,No,9.7,99.4,Medium,Yes,1,69.2
24.9,92.5,Medium,Medium,Yes,7.3,83.0,Low,Yes,0,58.9
24.3,84.7,Medium,High,No,7.0,88.9,Medium,Yes,4,77.0
22.1,93.5,Low,High,Yes,8.4,53.3,High,Yes,3,67.7
27.7,80.6,Medium,High,No,4.5,50.7,Low,Yes,3,60.1
11.4,75.1,High,High,Yes,9.0,80.0,Medium,Yes,2,60.1
23.5,96.9,Medium,Medium,Yes,9.6,86.2,Medium,Yes,0,71.9
24.3,61.5,Medium,Low,No,8.6,69.7,Medium,Yes,2,56.4
13.1,94.2,Medium,Medium,Yes,4.5,69.4,Medium,Yes,3,59.3
11.5,69.2,Medium,High,Yes,8.2,69.2,Low,Yes,4,47.5
16.0,93.9,High,Medium,Yes,9.3,57.6,Low,Yes,3,53.8
16.5,65.6,High,Medium,Yes,9.2,87.7,High,Yes,3,71.6
25.0,83.2,Medium,Medium,No,5.4,60.8,High,Yes,1,53.9
16.8,95.5,Medium,Medium,Yes,8.5,66.2,Medium,Yes,1,51.9
15.4,78.9,High,High,No,9.5,83.6,Medium,Yes,1,60.7
16.8,89.9,Low,Medium,Yes,7.2,50.0,Medium,Yes,2,45.6
27.2,92.2,High,High,Yes,5.3,88.3,Medium,Yes,0,74.8
20.6,89.5,High,Medium,Yes,8.3,95.0,Medium,Yes,4,67.3
19.4,97.0,Low,High,No,8.6,52.6,Low,Yes,3,58.3
19.8,77.9,High,Medium,Yes,7.0,79.6,High,Yes,1,67.8
28.3,66.9,High,Medium,No,5.7,70.4,Medium,Yes,1,62.6
16.0,61.9,High,High,Yes,8.5,53.9,High,Yes,1,50.1
28.4,69.9,Medium,Medium,No,6.2,84.1,Medium,Yes,1,68.3
21.8,65.7,Medium,Medium,No,7.7,80.6,Medium,Yes,2,56.8
19.5,82.3,Medium,Medium,Yes,9.2,82.1,High,Yes,2,68.0
35.5,67.4,Medium,Medium,No,5.0,90.7,Medium,Yes,2,71.6
14.2,61.6,Medium,Medium,Yes,8.4,64.3,Medium,Yes,0,50.1
18.4,61.4,Medium,Low,Yes,6.9,83.9,Medium,Yes,0,57.7
13.1,93.3,Medium,Medium,Yes,7.0,87.2,Medium,Yes,1,59.7
26.2,83.7,Low,Medium,No,7.9,58.4,Medium,Yes,3,61.7
30.6,74.3,Medium,Medium,Yes,6.2,97.9,Medium,Yes,0,74.0
30.5,95.8,Low,Medium,Yes,5.7,67.0,Medium,No,2,65.4
27.8,62.8,High,High,No,4.9,85.7,Medium,Yes,4,71.6
19.3,99.2,Medium,Medium,Yes,8.8,87.7,Low,Yes,0,65.5
18.3,84.7,Low,High,Yes,6.7,75.2,High,Yes,0,61.2
10.5,67.3,High,Medium,No,7.9,56.4,Medium,Yes,0,38.8
32.7,87.2,Low,Medium,Yes,6.6,63.8,Medium,Yes,0,63.5
23.3,90.5,Medium,Low,Yes,5.7,61.7,Low,Yes,0,57.7
17.5,77.2,High,Low,No,8.0,75.9,Medium,Yes,0,53.7
28.5,94.5,High,Medium,Yes,7.6,63.1,Low,Yes,3,61.3
14.7,66.0,Low,Medium,Yes,6.9,77.3,Medium,Yes,2,52.8
22.9,71.2,High,High,Yes,7.6,64.4,Low,Yes,1,58.8
19.5,63.7,High,Medium,No,6.0,50.0,Medium,Yes,1,49.4
24.3,68.4,Medium,High,Yes,8.6,68.2,Medium,Yes,0,57.0
20.1,69.5,Medium,High,Yes,8.9,80.3,Medium,Yes,1,58.4
11.8,96.7,Low,Low,Yes,8.2,88.7,Low,Yes,1,55.2
21.0,63.1,Medium,Medium,Yes,6.7,51.4,Low,Yes,0,39.4
26.8,77.1,Medium,Medium,No,7.3,62.9,Low,Yes,1,53.2
20.3,81.3,High,Medium,Yes,9.2,99.3,Medium,Yes,0,65.9
25.2,95.9,Medium,Medium,No,8.9,63.1,Low,Yes,2,56.6
14.2,99.9,Medium,High,Yes,9.8,88.9,Low,Yes,0,67.5
20.3,90.1,Low,High,Yes,6.2,75.5,Medium,Yes,3,73.2
16.8,98.8,Low,High,Yes,6.1,56.1,Medium,Yes,3,54.4
25.0,91.5,Low,Medium,Yes,7.4,82.2,Medium,Yes,2,66.9
20.7,98.5,Low,Medium,Yes,7.7,98.3,High,Yes,0,70.6
24.6,88.3,Medium,Medium,No,7.0,94.3,Medium,Yes,2,74.4
27.0,63.2,High,Medium,No,6.7,84.5,Medium,Yes,0,61.3
24.6,76.1,Medium,Medium,Yes,8.8,75.6,Medium,Yes,0,56.1
22.1,85.9,Medium,Medium,No,7.1,66.0,Medium,Yes,1,65.0
14.5,74.0,Medium,High,No,5.6,67.8,Medium,Yes,4,60.6
20.5,70.9,Medium,High,Yes,5.8,67.3,High,Yes,1,56.0
17.3,83.1,Medium,Medium,Yes,7.5,96.1,Medium,Yes,0,71.5
18.4,97.3,Medium,High,No,10.0,60.6,Medium,Yes,1,53.7
18.3,61.4,High,Medium,Yes,5.9,68.9,Medium,No,2,56.3
14.6,90.8,Low,Low,No,6.8,71.6,Medium,Yes,3,67.7
8.8,88.9,Low,High,No,10.0,70.4,Medium,Yes,1,54.2
16.5,98.6,Medium,High,Yes,6.6,50.2,Low,No,0,47.5
21.7,97.2,High,Medium,No,7.8,63.5,High,Yes,2,64.5
12.4,90.5,Medium,Low,Yes,9.6,74.9,Medium,Yes,1,63.9
20.6,80.8,High,High,Yes,6.0,88.0,Medium,Yes,1,73.1
31.9,68.2,Medium,Low,Yes,6.8,78.5,High,Yes,0,63.4
26.6,81.8,Medium,Medium,Yes,6.6,69.2,High,No,2,67.2
30.4,90.6,High,Medium,Yes,5.2,83.3,Medium,Yes,2,76.4
22.8,95.8,High,High,Yes,9.2,83.3,Medium,Yes,2,69.4
27.5,91.6,Medium,Medium,No,6.4,62.4,Medium,Yes,2,58.3
16.2,67.8,Medium,High,Yes,6.1,55.2,Medium,Yes,1,53.2
16.6,84.0,Medium,Medium,Yes,6.6,90.2,Low,Yes,3,66.4
4.1,73.3,Medium,Medium,Yes,8.4,76.5,High,Yes,1,53.5
27.6,60.4,High,High,Yes,7.3,58.8,Medium,Yes,1,60.1
29.7,68.0,Medium,Medium,Yes,6.2,63.1,Medium,Yes,1,53.6
17.2,64.5,Medium,Medium,No,7.7,88.3,Medium,Yes,2,60.6
19.0,93.7,High,Medium,Yes,8.3,82.7,Medium,Yes,0,73.8
16.0,70.3,Medium,High,No,7.2,97.3,High,Yes,0,69.9
22.8,71.4,Medium,Low,Yes,6.9,73.2,Medium,Yes,4,63.8
27.2,98.4,High,Medium,No,8.5,52.6,Medium,Yes,1,59.0
10.0,75.2,Medium,Medium,Yes,7.0,85.0,Medium,Yes,1,49.2
23.0,60.4,Medium,Medium,Yes,9.3,62.7,High,Yes,2,53.7
18.8,71.4,Low,Low,No,6.2,66.2,Medium,Yes,1,55.2
21.2,64.8,Low,High,Yes,6.2,59.8,High,Yes,0,52.4
23.3,64.1,Medium,Medium,No,6.0,65.4,Low,Yes,1,50.8
19.4,63.1,Medium,Low,No,6.9,91.5,Low,Yes,0,57.0
19.9,83.7,High,Medium,Yes,7.2,78.8,Low,Yes,2,56.3
19.2,67.6,High,High,No,5.5,55.5,Low,Yes,1,42.6
26.3,74.4,High,Low,No,7.3,79.3,Low,Yes,0,57.3
23.0,94.5,Medium,Medium,Yes,7.9,81.7,Low,Yes,1,62.4
21.8,77.0,High,High,Yes,5.3,94.2,High,Yes,0,72.1
12.9,96.6,Medium,Low,Yes,6.5,93.0,Low,Yes,0,53.5
18.2,79.9,Medium,Low,Yes,7.9,53.1,Medium,Yes,1,45.5
25.9,76.0,Medium,Medium,Yes,5.8,93.3,High,Yes,1,75.3
20.7,90.0,Low,High,No,6.8,52.5,Low,Yes,1,63.7
24.5,62.9,Low,Low,No,8.6,57.7,Medium,Yes,1,50.3
31.1,63.6,High,High,No,9.5,55.6,Low,Yes,1,56.8
26.7,86.1,Medium,Medium,No,7.8,59.1,Low,Yes,1,57.3
21.1,79.5,Medium,Medium,Yes,7.0,90.2,High,No,4,74.8
17.4,91.6,Medium,Medium,Yes,6.5,84.3,High,Yes,1,69.7
5.2,96.7,High,High,No,8.4,84.3,High,Yes,0,57.3
19.5,75.5,Medium,Medium,Yes,8.7,96.1,High,Yes,2,69.8
18.5,83.9,Medium,Medium,No,5.7,69.6,Low,Yes,3,58.2
22.8,80.0,Low,Medium,Yes,8.4,50.2,Medium,No,0,45.9
19.6,99.3,Medium,Low,Yes,6.4,82.0,Medium,Yes,1,65.7
18.6,93.2,High,Low,Yes,6.1,93.4,High,Yes,4,66.5
9.8,96.5,Medium,Low,Yes,7.0,98.8,Low,Yes,3,67.4
14.9,70.2,Medium,Medium,Yes,8.5,68.2,Medium,Yes,1,51.2
23.4,90.9,Medium,Low,Yes,7.6,91.1,Medium,Yes,1,70.9
30.8,70.6,High,High,Yes,7.6,92.5,Low,Yes,0,72.6
19.9,68.3,Medium,High,Yes,7.7,57.2,Medium,Yes,2,59.1
22.5,97.8,Medium,Low,Yes,7.8,81.6,Low,Yes,1,63.3
26.2,60.8,Medium,Medium,Yes,7.1,58.7,Medium,Yes,1,45.9
15.6,98.6,Low,Low,No,8.0,72.3,Medium,Yes,2,52.0
22.7,66.0,High,Low,Yes,6.3,94.0,Low,Yes,3,58.9
16.1,92.8,High,Medium,Yes,8.0,89.5,Low,Yes,1,65.4
25.7,71.0,High,Medium,No,8.3,78.5,High,Yes,0,58.4
21.4,74.0,High,High,No,8.1,90.4,Medium,Yes,2,67.9
22.3,68.7,High,Medium,Yes,8.2,57.6,Medium,Yes,1,50.0
15.8,83.4,Medium,Medium,Yes,7.8,59.7,High,No,0,54.5
24.7,73.9,High,Medium,Yes,8.7,60.4,Low,Yes,2,56.6
33.0,86.3,Medium,Low,Yes,4.2,88.8,Low,Yes,1,69.5
14.5,60.6,Low,High,No,8.3,94.5,Low,Yes,1,62.3
18.5,62.6,Medium,Low,No,9.8,78.1,Medium,Yes,1,50.0
21.9,64.0,High,High,No,6.4,97.9,Medium,Yes,1,72.7
25.2,76.8,Medium,Low,No,6.2,86.4,Low,Yes,0,60.6
17.1,92.6,High,Medium,Yes,8.9,78.2,Low,Yes,2,63.1
3.5,95.5,Low,High,No,6.0,80.6,High,Yes,4,62.4
28.7,69.8,Medium,Low,Yes,6.3,92.5,Medium,Yes,0,58.0
25.1,83.0,Medium,Medium,Yes,7.4,54.5,High,Yes,1,60.6
10.0,90.7,Low,High,No,6.2,58.4,Low,Yes,1,47.4
16.9,71.6,Low,Low,Yes,8.3,63.3,Medium,Yes,3,57.1
29.9,76.4,Low,Medium,Yes,6.2,94.7,High,No,3,80.3
29.2,81.0,High,Low,No,7.7,97.2,High,Yes,1,86.9
26.1,65.4,Low,Medium,Yes,7.6,67.8,Medium,Yes,0,60.9
19.4,61.0,Medium,Low,Yes,9.4,96.2,Low,Yes,0,56.3
21.0,66.1,Low,High,Yes,8.7,77.3,Low,Yes,3,53.9
19.7,85.1,Medium,Low,No,6.5,73.7,Medium,Yes,2,55.8
27.3,62.9,Medium,Low,Yes,5.6,91.6,Medium,No,1,61.3
15.2,67.6,Medium,Medium,Yes,8.3,77.3,Medium,Yes,2,54.5
15.7,73.5,Medium,Medium,Yes,6.4,72.7,Low,Yes,1,51.2
26.6,63.1,Medium,Medium,No,6.8,50.8,Medium,Yes,5,57.7
20.2,67.7,High,Low,No,5.8,50.6,Medium,Yes,4,55.4
28.8,96.5,High,High,Yes,8.1,81.4,High,Yes,1,72.2
16.5,60.8,Low,Medium,Yes,6.4,53.7,Medium,Yes,0,38.0
20.2,86.1,Medium,Medium,Yes,7.2,86.8,Medium,Yes,2,70.4
15.0,75.4,Medium,Low,Yes,7.2,81.1,Medium,Yes,1,61.3
20.5,86.9,Low,Medium,Yes,7.4,72.9,Low,Yes,2,56.9
11.6,83.5,High,High,Yes,8.1,85.5,Medium,Yes,0,64.0
17.6,68.9,Medium,Medium,No,6.9,99.7,Low,Yes,4,70.3
11.9,93.9,Medium,Low,No,6.2,62.3,Medium,Yes,2,45.0
24.7,79.7,Medium,Medium,Yes,4.8,77.9,Medium,Yes,4,65.4
24.8,92.9,High,Medium,Yes,7.3,92.1,Medium,Yes,4,74.4
10.1,76.2,High,High,Yes,7.0,50.8,Medium,Yes,0,51.6
28.5,99.4,High,Low,Yes,6.3,60.2,Low,Yes,2,61.1
35.5,90.8,Medium,Medium,Yes,7.3,76.0,Medium,Yes,2,70.8
20.8,98.6,Medium,Low,Yes,8.3,77.6,High,Yes,1,63.0
16.7,80.6,Medium,Medium,Yes,8.6,54.3,Medium,Yes,0,41.6
37.4,78.9,Low,Medium,Yes,5.2,70.4,Medium,Yes,3,75.1
12.6,90.2,Medium,High,No,6.7,76.0,Medium,Yes,4,65.6
20.6,95.2,Medium,Low,Yes,8.4,71.1,Medium,Yes,2,63.3
21.6,98.6,Medium,High,Yes,9.3,85.0,Medium,Yes,3,68.0
28.6,73.0,High,Medium,Yes,6.1,88.6,Low,Yes,3,71.6
22.7,91.9,Low,High,No,9.0,73.0,Medium,Yes,5,69.7
17.5,68.4,Medium,Medium,Yes,5.4,71.3,Medium,Yes,1,51.3
14.8,81.8,Low,Low,Yes,8.7,85.3,High,Yes,2,65.4
18.4,67.2,Medium,High,No,6.8,77.8,Low,Yes,3,54.3
14.5,73.9,Low,Low,No,9.2,93.5,Low,Yes,2,59.6
20.8,97.3,Medium,Medium,No,6.6,74.1,High,Yes,4,69.5
17.1,65.8,Medium,High,Yes,6.8,78.7,Medium,Yes,1,62.7
11.5,85.3,Medium,Low,No,7.0,56.4,High,Yes,2,54.1
28.0,83.7,Medium,Medium,No,5.2,91.8,Medium,Yes,2,73.6
17.5,64.8,Medium,High,No,4.9,71.1,Medium,Yes,2,58.0
12.9,73.0,Medium,High,Yes,7.9,86.0,Medium,Yes,1,62.6
19.5,82.5,Medium,High,Yes,8.5,71.5,Low,Yes,1,57.3
20.9,67.5,Medium,Medium,No,8.0,50.1,Medium,Yes,3,47.3
10.0,92.0,High,Medium,No,5.6,70.0,Low,Yes,0,47.5
22.5,98.9,Medium,High,No,7.8,57.4,Medium,Yes,4,59.4
14.2,68.6,Medium,Medium,No,5.9,69.9,High,Yes,4,62.9
30.8,67.5,High,High,Yes,7.7,66.1,Medium,No,2,65.0
23.6,78.2,High,Low,Yes,8.7,60.1,Low,Yes,0,47.1
18.1,89.9,High,Low,No,7.7,56.2,High,Yes,1,50.9
16.0,71.3,Medium,Medium,No,9.1,86.4,Low,Yes,2,59.4
19.9,60.8,Medium,High,No,7.0,87.7,Medium,Yes,2,58.5
24.2,81.6,Medium,Medium,No,6.9,63.2,High,Yes,2,57.8
20.3,98.3,Medium,High,Yes,7.3,74.8,Low,Yes,1,62.2
19.2,75.7,High,High,Yes,5.5,73.2,High,Yes,1,72.2
20.9,76.8,Medium,High,No,6.7,67.8,Medium,Yes,3,63.3
16.9,98.8,High,High,Yes,6.8,63.9,Medium,Yes,3,62.7
18.4,87.8,Medium,High,No,6.8,59.3,High,Yes,1,54.1
8.0,88.8,Medium,High,No,7.5,93.6,Medium,Yes,1,59.8
26.3,82.5,High,Medium,Yes,5.3,91.7,Medium,Yes,0,74.4
22.3,99.0,High,Low,No,5.7,70.9,Medium,Yes,0,57.7
15.9,87.6,High,Low,Yes,8.7,86.1,Low,Yes,1,58.3
31.9,95.8,High,Low,No,4.6,74.9,Medium,Yes,2,71.6
21.0,88.0,Medium,Low,Yes,8.0,54.3,Low,Yes,3,49.7
14.3,89.4,Medium,Low,No,6.7,91.1,Low,Yes,2,58.9
25.6,71.6,High,High,No,7.4,61.0,Low,Yes,0,46.2
22.9,72.1,Medium,Medium,Yes,9.2,85.3,Low,Yes,0,54.4
22.9,91.3,Medium,Medium,No,7.0,76.4,Low,Yes,2,64.9
17.9,71.9,Medium,High,No,8.0,84.5,Low,Yes,2,59.2
23.2,82.5,Medium,Medium,No,7.3,73.6,Medium,Yes,0,62.5
18.9,70.0,Low,Low,No,7.1,85.1,Low,Yes,2,51.0
23.8,92.7,High,High,Yes,6.9,51.6,Medium,Yes,1,60.2
9.1,64.4,Low,Medium,Yes,8.1,52.0,Medium,No,1,40.5
17.9,93.2,Medium,Medium,Yes,6.2,94.8,High,Yes,2,67.4
30.8,84.1,High,Medium,No,5.7,87.5,Medium,Yes,2,77.8
15.9,67.5,Medium,Medium,Yes,7.3,91.4,High,Yes,2,60.0
16.9,81.7,High,High,Yes,7.5,72.8,Medium,Yes,0,61.9
17.8,71.3,Medium,Low,Yes,4.8,73.0,Low,Yes,3,53.5
13.2,72.9,High,High,Yes,7.2,76.7,Medium,Yes,2,54.6
7.3,74.1,Medium,Low,No,5.6,62.2,Medium,Yes,1,51.0
19.1,62.5,Low,Medium,Yes,8.0,86.7,Medium,Yes,5,67.8
21.3,99.4,High,High,No,4.9,91.5,Medium,No,1,77.6
20.2,61.3,High,High,Yes,9.7,95.4,Medium,Yes,0,66.3
